observation,action
"[0.12918418645858765, -0.1744014024734497, 0.0011777394684031606, 0.32639598846435547]","[1.0, 0.0]"
"[0.12569616734981537, 0.02070375718176365, 0.0077056591399014, 0.03408470377326012]","[0.0, 1.0]"
"[0.12611024081707, 0.21571436524391174, 0.008387353271245956, -0.2561570703983307]","[0.0, 1.0]"
"[0.13042452931404114, 0.020473673939704895, 0.003264211816713214, 0.03915950655937195]","[1.0, 0.0]"
"[0.13083399832248688, 0.21554866433143616, 0.004047401715070009, -0.2524917423725128]","[0.0, 1.0]"
"[0.13514497876167297, 0.02036915346980095, -0.0010024330113083124, 0.04146505892276764]","[1.0, 0.0]"
"[0.13555236160755157, 0.2155054658651352, -0.00017313178977929056, -0.25153398513793945]","[0.0, 1.0]"
"[0.13986246287822723, 0.02038598619401455, -0.005203811451792717, 0.0410943366587162]","[1.0, 0.0]"
"[0.1402701884508133, -0.17466095089912415, -0.004381924401968718, 0.33213087916374207]","[1.0, 0.0]"
"[0.13677696883678436, 0.020523089915513992, 0.0022606928832829, 0.038069333881139755]","[0.0, 1.0]"
"[0.1371874362230301, 0.21561254560947418, 0.003022079588845372, -0.2538994550704956]","[0.0, 1.0]"
"[0.14149968326091766, 0.02044757828116417, -0.0020559097174555063, 0.03973514586687088]","[1.0, 0.0]"
"[0.14190863072872162, -0.1746448278427124, -0.0012612068094313145, 0.3317686915397644]","[1.0, 0.0]"
"[0.13841573894023895, 0.02049504965543747, 0.005374167114496231, 0.03868832066655159]","[0.0, 1.0]"
"[0.13882564008235931, 0.21553952991962433, 0.006147933658212423, -0.2522941827774048]","[0.0, 1.0]"
"[0.1431364268064499, 0.02033032663166523, 0.0011020504171028733, 0.042321573942899704]","[1.0, 0.0]"
"[0.1435430347919464, 0.21543645858764648, 0.0019484818913042545, -0.25001344084739685]","[0.0, 1.0]"
"[0.14785176515579224, 0.020286735147237778, -0.0030517869163304567, 0.04328344017267227]","[1.0, 0.0]"
"[0.14825749397277832, -0.17479132115840912, -0.00218611815944314, 0.33500194549560547]","[1.0, 0.0]"
"[0.14476166665554047, 0.020361674949526787, 0.004513920750468969, 0.04163042828440666]","[0.0, 1.0]"
"[0.14516890048980713, 0.21541860699653625, 0.005346529185771942, -0.24962490797042847]","[0.0, 1.0]"
"[0.1494772732257843, 0.020220713689923286, 0.0003540312172845006, 0.044739626348018646]","[1.0, 0.0]"
"[0.14988169074058533, 0.2153375893831253, 0.0012488237116485834, -0.2478315830230713]","[0.0, 1.0]"
"[0.15418843924999237, 0.020197821781039238, -0.0037078079767525196, 0.04524499177932739]","[1.0, 0.0]"
"[0.1545923948287964, -0.17487075924873352, -0.002802907954901457, 0.33675578236579895]","[1.0, 0.0]"
"[0.15109498798847198, 0.020290961489081383, 0.003932207357138395, 0.04319027438759804]","[0.0, 1.0]"
"[0.15150080621242523, 0.21535630524158478, 0.00479601277038455, -0.24824941158294678]","[0.0, 1.0]"
"[0.15580792725086212, 0.020166190341114998, -0.00016897547175176442, 0.04594241455197334]","[1.0, 0.0]"
"[0.156211256980896, 0.21529056131839752, 0.0007498728227801621, -0.24679382145404816]","[0.0, 1.0]"
"[0.16051706671714783, 0.020157910883426666, -0.004186003468930721, 0.046125538647174835]","[1.0, 0.0]"
"[0.16092021763324738, -0.1749037653207779, -0.0032634928356856108, 0.33748480677604675]","[1.0, 0.0]"
"[0.15742214024066925, 0.02026447467505932, 0.0034862032625824213, 0.04377454146742821]","[0.0, 1.0]"
"[0.1578274369239807, 0.21533626317977905, 0.00436169421300292, -0.24780641496181488]","[0.0, 1.0]"
"[0.16213415563106537, 0.020152291283011436, -0.000594434211961925, 0.046249087899923325]","[1.0, 0.0]"
"[0.16253720223903656, 0.21528276801109314, 0.0003305475111119449, -0.24662132561206818]","[0.0, 1.0]"
"[0.16684286296367645, 0.020156091079115868, -0.004601879045367241, 0.046165838837623596]","[1.0, 0.0]"
"[0.1672459840774536, -0.17489957809448242, -0.0036785623524338007, 0.33739328384399414]","[1.0, 0.0]"
"[0.16374799609184265, 0.020274532958865166, 0.0030693034641444683, 0.043552614748477936]","[0.0, 1.0]"
"[0.16415348649024963, 0.21535234153270721, 0.0039403559640049934, -0.24816033244132996]","[0.0, 1.0]"
"[0.16846053302288055, 0.020174335688352585, -0.0010228509781882167, 0.04576285555958748]","[1.0, 0.0]"
"[0.16886401176452637, -0.17493292689323425, -0.0001075938853318803, 0.3381228744983673]","[1.0, 0.0]"
"[0.16536535322666168, 0.02019054815173149, 0.006654863711446524, 0.0454060323536396]","[0.0, 1.0]"
"[0.16576917469501495, 0.21521644294261932, 0.007562984712421894, -0.24516981840133667]","[0.0, 1.0]"
"[0.1700734943151474, 0.01998729258775711, 0.0026595881208777428, 0.049889031797647476]","[1.0, 0.0]"
"[0.17047324776649475, 0.21507100760936737, 0.0036573687102645636, -0.24195358157157898]","[0.0, 1.0]"
"[0.1747746616601944, 0.01989700458943844, -0.0011817029444500804, 0.051880721002817154]","[1.0, 0.0]"
"[0.1751725971698761, 0.21503588557243347, -0.0001440885098418221, -0.24117480218410492]","[0.0, 1.0]"
"[0.17947332561016083, 0.01991598680615425, -0.004967584740370512, 0.05146266520023346]","[1.0, 0.0]"
"[0.17987164855003357, -0.17513439059257507, -0.003938331268727779, 0.3425741493701935]","[1.0, 0.0]"
"[0.17636895179748535, 0.020043374970555305, 0.0029131516348570585, 0.04865191504359245]","[0.0, 1.0]"
"[0.17676982283592224, 0.21512342989444733, 0.0038861900102347136, -0.24311046302318573]","[0.0, 1.0]"
"[0.18107229471206665, 0.01994618959724903, -0.0009760193643160164, 0.05079572647809982]","[1.0, 0.0]"
"[0.18147121369838715, 0.21508212387561798, 3.9895148802315816e-05, -0.2421949803829193]","[0.0, 1.0]"
"[0.1857728511095047, 0.019959600642323494, -0.0048040044493973255, 0.050500527024269104]","[1.0, 0.0]"
"[0.18617205321788788, -0.1750931441783905, -0.003793993964791298, 0.3416638970375061]","[1.0, 0.0]"
"[0.18267019093036652, 0.020082587376236916, 0.0030392836779356003, 0.047786977142095566]","[0.0, 1.0]"
"[0.18307183682918549, 0.21516083180904388, 0.00399502320215106, -0.2439354807138443]","[0.0, 1.0]"
"[0.1873750537633896, 0.01998203992843628, -0.0008836863562464714, 0.05000489205121994]","[1.0, 0.0]"
"[0.1877746880054474, -0.17512722313404083, 0.00011641152377706021, 0.3424088656902313]","[1.0, 0.0]"
"[0.1842721551656723, 0.019993066787719727, 0.00696458900347352, 0.04976266250014305]","[0.0, 1.0]"
"[0.184672012925148, 0.21501445770263672, 0.007959842681884766, -0.24071475863456726]","[0.0, 1.0]"
"[0.18897229433059692, 0.019779715687036514, 0.003145547118037939, 0.054468248039484024]","[1.0, 0.0]"
"[0.1893678903579712, 0.21485643088817596, 0.004234911873936653, -0.23722057044506073]","[0.0, 1.0]"
"[0.1936650276184082, 0.019674226641654968, -0.0005094995140098035, 0.0567951537668705]","[1.0, 0.0]"
"[0.19405850768089294, 0.21480348706245422, 0.0006264035473577678, -0.23604847490787506]","[0.0, 1.0]"
"[0.198354572057724, 0.019672583788633347, -0.004094566218554974, 0.0568319670855999]","[1.0, 0.0]"
"[0.19874802231788635, 0.21485300362110138, -0.002957926830276847, -0.2371400147676468]","[0.0, 1.0]"
"[0.2030450850725174, 0.019773436710238457, -0.007700726855546236, 0.054608434438705444]","[1.0, 0.0]"
"[0.2034405618906021, -0.1752372533082962, -0.006608558353036642, 0.3448518216609955]","[1.0, 0.0]"
"[0.19993580877780914, 0.019978079944849014, 0.0002884778950829059, 0.05009229853749275]","[0.0, 1.0]"
"[0.20033536851406097, -0.17514801025390625, 0.0012903239112347364, 0.3428662419319153]","[1.0, 0.0]"
"[0.19683241844177246, 0.01995556242763996, 0.00814764853566885, 0.05059047043323517]","[0.0, 1.0]"
"[0.19723153114318848, 0.2149597406387329, 0.009159457869827747, -0.23951071500778198]","[0.0, 1.0]"
"[0.20153072476387024, 0.01970815099775791, 0.004369243513792753, 0.056047238409519196]","[1.0, 0.0]"
"[0.2019248902797699, 0.214767187833786, 0.0054901884868741035, -0.2352539598941803]","[0.0, 1.0]"
"[0.20622022449970245, 0.019567221403121948, 0.000785109237767756, 0.059155672788619995]","[1.0, 0.0]"
"[0.20661157369613647, 0.21467791497707367, 0.0019682226702570915, -0.23327943682670593]","[0.0, 1.0]"
"[0.21090513467788696, 0.019527889788150787, -0.002697366289794445, 0.06002367287874222]","[1.0, 0.0]"
"[0.2112956941127777, 0.21468840539455414, -0.0014968926552683115, -0.23350906372070312]","[0.0, 1.0]"
"[0.21558944880962372, 0.01958788000047207, -0.006167074199765921, 0.05870131403207779]","[1.0, 0.0]"
"[0.21598121523857117, -0.17544510960578918, -0.0049930475652217865, 0.349432110786438]","[1.0, 0.0]"
"[0.21247230470180511, 0.019747499376535416, 0.0019955947063863277, 0.05517891049385071]","[0.0, 1.0]"
"[0.21286725997924805, 0.21484078466892242, 0.003099172841757536, -0.23687371611595154]","[0.0, 1.0]"
"[0.2171640694141388, 0.019674690440297127, -0.0016383015317842364, 0.056785162538290024]","[1.0, 0.0]"
"[0.21755756437778473, -0.175423726439476, -0.0005025982391089201, 0.34895074367523193]","[1.0, 0.0]"
"[0.2140491008758545, 0.019705362617969513, 0.00647641671821475, 0.05610937252640724]","[0.0, 1.0]"
"[0.21444320678710938, 0.21473385393619537, 0.007598604075610638, -0.23452317714691162]","[0.0, 1.0]"
"[0.2187378853559494, 0.019504167139530182, 0.00290814065374434, 0.0605468712747097]","[1.0, 0.0]"
"[0.21912796795368195, 0.21458430588245392, 0.004119078163057566, -0.23121710121631622]","[0.0, 1.0]"
"[0.223419651389122, 0.019403735175728798, -0.0005052640335634351, 0.06276226788759232]","[1.0, 0.0]"
"[0.22380772233009338, 0.21453292667865753, 0.0007499813800677657, -0.2300800234079361]","[0.0, 1.0]"
"[0.22809837758541107, 0.01940026693046093, -0.0038516190834343433, 0.06283937394618988]","[1.0, 0.0]"
"[0.22848638892173767, 0.21457722783088684, -0.002594831632450223, -0.23105627298355103]","[0.0, 1.0]"
"[0.232777938246727, 0.01949245110154152, -0.007215957157313824, 0.06080703064799309]","[1.0, 0.0]"
"[0.23316778242588043, -0.17552529275417328, -0.005999816581606865, 0.3512045741081238]","[1.0, 0.0]"
"[0.22965727746486664, 0.019681459292769432, 0.001024274853989482, 0.05663576349616051]","[0.0, 1.0]"
"[0.23005090653896332, -0.17545516788959503, 0.0021569901145994663, 0.34964168071746826]","[1.0, 0.0]"
"[0.22654180228710175, 0.019636044278740883, 0.00914982333779335, 0.057639703154563904]","[0.0, 1.0]"
"[0.2269345223903656, 0.21462561190128326, 0.010302618145942688, -0.2321424037218094]","[0.0, 1.0]"
"[0.23122704029083252, 0.01935797929763794, 0.005659769754856825, 0.06377242505550385]","[1.0, 0.0]"
"[0.23161418735980988, 0.2143983244895935, 0.006935218349099159, -0.22711944580078125]","[0.0, 1.0]"
"[0.23590216040611267, 0.019177956506609917, 0.002392829628661275, 0.06774301081895828]","[1.0, 0.0]"
"[0.2362857162952423, 0.21426552534103394, 0.0037476897705346346, -0.22418400645256042]","[0.0, 1.0]"
"[0.2405710369348526, 0.019090205430984497, -0.000735990412067622, 0.06967872381210327]","[1.0, 0.0]"
"[0.24095283448696136, 0.21422269940376282, 0.0006575841107405722, -0.2232363224029541]","[0.0, 1.0]"
"[0.2452372908592224, 0.019091356545686722, -0.0038071423768997192, 0.0696539655327797]","[1.0, 0.0]"
"[0.24561911821365356, 0.21426768600940704, -0.002414063084870577, -0.2242276966571808]","[0.0, 1.0]"
"[0.24990446865558624, 0.019180316478013992, -0.006898616906255484, 0.06769276410341263]","[1.0, 0.0]"
"[0.25028806924819946, -0.1758420467376709, -0.005544761661440134, 0.3581911623477936]","[1.0, 0.0]"
"[0.24677123129367828, 0.019358282908797264, 0.0016190616879612207, 0.0637650191783905]","[0.0, 1.0]"
"[0.24715839326381683, 0.21445699036121368, 0.0028943622019141912, -0.2284066379070282]","[0.0, 1.0]"
"[0.25144752860069275, 0.01929379068315029, -0.0016737707192078233, 0.06518786400556564]","[1.0, 0.0]"
"[0.25183340907096863, -0.17580412328243256, -0.00037001341115683317, 0.3573422431945801]","[1.0, 0.0]"
"[0.24831733107566833, 0.019323086366057396, 0.006776831112802029, 0.06454265862703323]","[0.0, 1.0]"
"[0.24870379269123077, 0.2143472284078598, 0.00806768424808979, -0.22599445283412933]","[0.0, 1.0]"
"[0.2529907524585724, 0.01911090686917305, 0.0035477953497320414, 0.0692223608493805]","[1.0, 0.0]"
"[0.2533729672431946, 0.2141818106174469, 0.0049322424456477165, -0.22233910858631134]","[0.0, 1.0]"
"[0.25765660405158997, 0.018989713862538338, 0.00048546039033681154, 0.0718955546617508]","[1.0, 0.0]"
"[0.25803637504577637, 0.21410469710826874, 0.0019233714556321502, -0.22063416242599487]","[0.0, 1.0]"
"[0.26231849193573, 0.018955310806632042, -0.0024893118534237146, 0.0726548433303833]","[1.0, 0.0]"
"[0.26269757747650146, 0.21411286294460297, -0.0010362149914726615, -0.22081242501735687]","[0.0, 1.0]"
"[0.266979843378067, 0.019005736336112022, -0.005452463403344154, 0.07154345512390137]","[1.0, 0.0]"
"[0.26735997200012207, -0.17603762447834015, -0.004021594300866127, 0.3625011146068573]","[1.0, 0.0]"
"[0.2638392150402069, 0.01914125680923462, 0.0032284280750900507, 0.06855282932519913]","[0.0, 1.0]"
"[0.26422202587127686, 0.21421676874160767, 0.0045994846150279045, -0.22310976684093475]","[0.0, 1.0]"
"[0.26850637793540955, 0.019029386341571808, 0.00013728941848967224, 0.0710204616189003]","[1.0, 0.0]"
"[0.2688869535923004, 0.2141493707895279, 0.001557698706164956, -0.2216191440820694]","[0.0, 1.0]"
"[0.27316993474960327, 0.019005186855793, -0.002874684054404497, 0.07155473530292511]","[1.0, 0.0]"
"[0.27355003356933594, -0.17607542872428894, -0.001443589455448091, 0.36332929134368896]","[1.0, 0.0]"
"[0.2700285315513611, 0.019067006185650826, 0.005822996608912945, 0.07019153237342834]","[0.0, 1.0]"
"[0.27040988206863403, 0.21410499513149261, 0.0072268275544047356, -0.22064852714538574]","[0.0, 1.0]"
"[0.27469196915626526, 0.018880490213632584, 0.0028138565830886364, 0.07430523633956909]","[1.0, 0.0]"
"[0.27506959438323975, 0.21396198868751526, 0.004299961496144533, -0.21748857200145721]","[0.0, 1.0]"
"[0.27934882044792175, 0.018778834491968155, -4.9810078053269535e-05, 0.07654763758182526]","[1.0, 0.0]"
"[0.2797244191169739, 0.21390150487422943, 0.0014811425935477018, -0.21615101397037506]","[0.0, 1.0]"
"[0.284002423286438, 0.01875840499997139, -0.002841877518221736, 0.076998770236969]","[1.0, 0.0]"
"[0.2843776047229767, 0.2139209806919098, -0.001301902113482356, -0.21657942235469818]","[0.0, 1.0]"
"[0.2886560261249542, 0.018817665055394173, -0.0056334906257689, 0.0756925418972969]","[1.0, 0.0]"
"[0.28903236985206604, -0.17622306942939758, -0.004119639750570059, 0.36659276485443115]","[1.0, 0.0]"
"[0.2855079174041748, 0.01895717717707157, 0.0032122156117111444, 0.07261370867490768]","[0.0, 1.0]"
"[0.28588706254959106, 0.21403293311595917, 0.00466448999941349, -0.21905401349067688]","[0.0, 1.0]"
"[0.2901677191257477, 0.018844611942768097, 0.00028340943390503526, 0.07509662210941315]","[1.0, 0.0]"
"[0.2905445992946625, 0.21396249532699585, 0.0017853419994935393, -0.2174968719482422]","[0.0, 1.0]"
"[0.29482385516166687, 0.018815072253346443, -0.0025645955465734005, 0.07574869692325592]","[1.0, 0.0]"
"[0.2952001690864563, -0.1762700229883194, -0.001049621612764895, 0.36762139201164246]","[1.0, 0.0]"
"[0.29167476296424866, 0.018866829574108124, 0.006302806083112955, 0.07460767775774002]","[0.0, 1.0]"
"[0.29205209016799927, 0.21389785408973694, 0.007794959470629692, -0.21608003973960876]","[0.0, 1.0]"
"[0.296330064535141, 0.018665345385670662, 0.0034733586944639683, 0.07905152440071106]","[1.0, 0.0]"
"[0.29670336842536926, 0.2137373387813568, 0.005054389126598835, -0.21253351867198944]","[0.0, 1.0]"
"[0.3009780943393707, 0.018543483689427376, 0.0008037186344154179, 0.08173949271440506]","[1.0, 0.0]"
"[0.3013489842414856, 0.21365390717983246, 0.002438508439809084, -0.2106897532939911]","[0.0, 1.0]"
"[0.30562204122543335, 0.018497170880436897, -0.001775286509655416, 0.08276139944791794]","[1.0, 0.0]"
"[0.3059920072555542, 0.21364451944828033, -0.00012005854659946635, -0.21048110723495483]","[0.0, 1.0]"
