observation,action
"[-0.03552523554927821, 0.2040772798017323, 0.0031129651456164274, -0.3434019666920449]","[0.0, 1.0]"
"[-0.031443689953243564, 0.008911180921846562, -0.0037550741882244713, -0.0497390265468321]","[1.0, 0.0]"
"[-0.03126546633480663, -0.186156725347805, -0.004749854719161114, 0.24175678071493806]","[1.0, 0.0]"
"[-0.03498860084176273, 0.009032751656193494, 8.528089513764724e-05, -0.05242058406387984]","[0.0, 1.0]"
"[-0.034807945808638864, 0.20415347994766805, -0.0009631307861399496, -0.34507660285364156]","[0.0, 1.0]"
"[-0.030724876209685503, 0.009045242777176027, -0.00786466284321278, -0.05269754324510112]","[1.0, 0.0]"
"[-0.030543971354141983, -0.18596306107132934, -0.008918613708114803, 0.23749367915947128]","[1.0, 0.0]"
"[-0.03426323257556857, 0.009285162236496503, -0.004168740124925378, -0.05798904577174874]","[0.0, 1.0]"
"[-0.034077529330838637, -0.18577676948074556, -0.005328521040360353, 0.23337570336355823]","[1.0, 0.0]"
"[-0.037793064720453545, 0.009420910419371153, -0.0006610069730891887, -0.06098323756317647]","[0.0, 1.0]"
"[-0.037604646512066124, -0.18569155715603575, -0.0018806717243527182, 0.23149106382610013]","[1.0, 0.0]"
"[-0.04131847765518684, 0.009457216756766945, 0.0027491495521692845, -0.06178449653417922]","[0.0, 1.0]"
"[-0.0411293333200515, 0.20453964370308428, 0.0015134596214857, -0.3535987822052372]","[0.0, 1.0]"
"[-0.037038540445989816, 0.0093962046128937, -0.005558516022619045, -0.06043900185185802]","[1.0, 0.0]"
"[-0.03685061635373194, -0.18564560986480685, -0.006767296059656205, 0.23048500491113694]","[1.0, 0.0]"
"[-0.04056352855102808, 0.00957238643466568, -0.0021575959614334667, -0.06432485422344614]","[0.0, 1.0]"
"[-0.04037208082233477, -0.1855185640541169, -0.003444093045902389, 0.22767655764597106]","[1.0, 0.0]"
"[-0.0440824521034171, 0.009652436538775927, 0.0011094381070170323, -0.06609076829262983]","[0.0, 1.0]"
"[-0.043889403372641585, 0.20475846396142783, -0.00021237725883556445, -0.3584234545799586]","[0.0, 1.0]"
"[-0.039794234093413025, 0.00963953256836686, -0.007380846350434737, -0.0658075030044934]","[1.0, 0.0]"
"[-0.039601443442045685, -0.18537582420199075, -0.008696996410524604, 0.22453761518930582]","[1.0, 0.0]"
"[-0.0433089599260855, 0.009869340055206177, -0.0042062441067384874, -0.07087594004969039]","[0.0, 1.0]"
"[-0.04311157312498138, -0.18519205627446425, -0.005623762907732295, 0.22047693398649704]","[1.0, 0.0]"
"[-0.046815414250470665, 0.010009827810403715, -0.0012142242280023538, -0.07397463953777689]","[0.0, 1.0]"
"[-0.04661521769426259, -0.1850946951087662, -0.002693717018757892, 0.21832494726781926]","[1.0, 0.0]"
"[-0.05031711159643792, 0.010065658884417794, 0.0016727819265984932, -0.07520647348941573]","[0.0, 1.0]"
"[-0.05011579841874956, -0.18508023324527112, 0.0001686524568101787, 0.21800375281944018]","[1.0, 0.0]"
"[-0.05381740308365498, 0.01003930666497646, 0.004528727513198983, -0.07462596906142988]","[0.0, 1.0]"
"[-0.053616616950355446, 0.20509604208112148, 0.0030362081319703855, -0.36587663048458613]","[0.0, 1.0]"
"[-0.04951469610873302, 0.009931075635623399, -0.004281324477721337, -0.07223788635092482]","[1.0, 0.0]"
"[-0.049316074596020554, -0.18512923605876083, -0.005726082204739833, 0.21909119409010308]","[1.0, 0.0]"
"[-0.05301865931719577, 0.010074097300346835, -0.0013442583229377712, -0.07539246468256533]","[0.0, 1.0]"
"[-0.052817177371188836, -0.18502855696846812, -0.002852107616589078, 0.21686604047545371]","[1.0, 0.0]"
"[-0.0565177485105582, 0.010134050398795863, 0.0014852131929199968, -0.07671519841341562]","[0.0, 1.0]"
"[-0.056315067502582285, 0.205234678556528, -4.9090775348315614e-05, -0.3689291653586425]","[0.0, 1.0]"
"[-0.052210373931451726, 0.010113424886264766, -0.0074276740825211665, -0.07626171789386188]","[1.0, 0.0]"
"[-0.05200810543372643, -0.18490126144789276, -0.008952908440398404, 0.21406852627348977]","[1.0, 0.0]"
"[-0.05570613066268428, 0.01034753536393368, -0.0046715379149286085, -0.08142505137861322]","[0.0, 1.0]"
"[-0.05549917995540561, -0.1847071388913509, -0.006300038942500873, 0.20978034031098547]","[1.0, 0.0]"
"[-0.05919332273323263, 0.010504324306488122, -0.002104432136281164, -0.08488324267251252]","[0.0, 1.0]"
"[-0.05898323624710287, -0.1845873979399008, -0.0038020969897314145, 0.2071349901134456]","[1.0, 0.0]"
"[-0.06267498420590088, 0.010588714792620912, 0.00034060281253749797, -0.08674487671883374]","[0.0, 1.0]"
"[-0.062463209910048466, 0.2057057821138883, -0.0013942947218391769, -0.3793203234990965]","[0.0, 1.0]"
"[-0.0583490942677707, 0.010603659124674147, -0.008980701191821108, -0.08707734599797984]","[1.0, 0.0]"
"[-0.05813702108527721, -0.18438841835360192, -0.010722248111780705, 0.2027586846187463]","[1.0, 0.0]"
"[-0.06182478945234925, 0.010885221149553675, -0.006667074419405779, -0.09328721787971511]","[0.0, 1.0]"
"[-0.06160708502935818, -0.1841405396058644, -0.00853281877700008, 0.19728481626540123]","[1.0, 0.0]"
"[-0.06528989582147547, 0.011102414648726577, -0.004587122451692055, -0.09807757187704202]","[0.0, 1.0]"
"[-0.06506784752850094, -0.18395349417993367, -0.006548673889232895, 0.1931546038702398]","[1.0, 0.0]"
"[-0.06874691741209961, 0.011261520996230762, -0.002685581811828099, -0.10158693641277916]","[0.0, 1.0]"
"[-0.068521686992175, -0.18382183932245327, -0.004717320540083682, 0.19024748870524505]","[1.0, 0.0]"
"[-0.07219812377862406, 0.01136727977961327, -0.0009123707659787813, -0.1039198193747537]","[0.0, 1.0]"
"[-0.0719707781830318, -0.1837415844440275, -0.0029907671534738552, 0.18847511818328128]","[1.0, 0.0]"
"[-0.07564560987191235, 0.011423027115399914, 0.0007787352101917703, -0.10514977412419146]","[0.0, 1.0]"
"[-0.07541714932960435, -0.18371007524345578, -0.001324260272292059, 0.18777873879204288]","[1.0, 0.0]"
"[-0.07909135083447347, 0.01143079718858403, 0.0024313145035487985, -0.10532164560348722]","[0.0, 1.0]"
"[-0.07886273489070178, 0.20651782186790707, 0.00032488159147905406, -0.3972365119510773]","[0.0, 1.0]"
"[-0.07473237845334364, 0.01139126289314904, -0.007619848647542492, -0.10445117374914609]","[1.0, 0.0]"
"[-0.07450455319548066, -0.18362066539862945, -0.009708872122525414, 0.18581801280536647]","[1.0, 0.0]"
"[-0.07817696650345325, 0.011638842747508732, -0.005992511866418084, -0.10991180888990931]","[0.0, 1.0]"
"[-0.07794418964850308, -0.18339672730225554, -0.00819074804421627, 0.18087450543161082]","[1.0, 0.0]"
"[-0.08161212419454819, 0.011841466166379239, -0.004573257935584054, -0.1143810141689574]","[0.0, 1.0]"
"[-0.08137529487122061, -0.1832146586280378, -0.006860878218963202, 0.17685558022818337]","[1.0, 0.0]"
"[-0.08503958804378137, 0.012004802802117881, -0.003323766614399534, -0.11798380233919542]","[0.0, 1.0]"
"[-0.084799491987739, -0.1830693685427673, -0.0056834426611834426, 0.17364865279383407]","[1.0, 0.0]"
"[-0.08846087935859435, 0.01213346124767628, -0.002210469605306761, -0.1208217860402016]","[0.0, 1.0]"
"[-0.08821821013364083, -0.18295675043776854, -0.0046269053261107935, 0.17116293901971835]","[1.0, 0.0]"
"[-0.09187734514239619, 0.012231118430181098, -0.0012036465457164265, -0.1229760356265906]","[0.0, 1.0]"
"[-0.09163272277379257, -0.18287356782951, -0.0036631672582482385, 0.1693269097683457]","[1.0, 0.0]"
"[-0.09529019413038277, 0.012300623998820037, -0.00027662906288132474, -0.12450938248990467]","[0.0, 1.0]"
"[-0.09504418165040637, 0.2074265372072788, -0.002766816712679418, -0.4172795700472341]","[0.0, 1.0]"
"[-0.0908956509062608, 0.01234390524625184, -0.0111124081136241, -0.12547018523900666]","[1.0, 0.0]"
"[-0.09064877280133576, -0.18261710006398782, -0.013621811818404234, 0.1636862860056449]","[1.0, 0.0]"
"[-0.09430111480261552, 0.012697176008713174, -0.010348086098291336, -0.13326263637479607]","[0.0, 1.0]"
"[-0.09404717128244126, -0.18227503077478868, -0.013013338825787257, 0.15613773228411293]","[1.0, 0.0]"
"[-0.09769267189793704, 0.013030800247036761, -0.009890584180104998, -0.14062202238909055]","[0.0, 1.0]"
"[-0.0974320558929963, -0.18194811000008626, -0.012703024627886809, 0.14892425359584982]","[1.0, 0.0]"
"[-0.10107101809299802, 0.013353420864760296, -0.009724539555969813, -0.1477389954257894]","[0.0, 1.0]"
"[-0.10080394967570282, -0.18162793296084262, -0.0126793194644856, 0.14186023680023024]","[1.0, 0.0]"
"[-0.10443650833491967, 0.013673292569483603, -0.009842114728480997, -0.15479567363090624]","[0.0, 1.0]"
"[-0.10416304248353, -0.18130636557374807, -0.01293802820109912, 0.134766113330004]","[1.0, 0.0]"
"[-0.10778916979500497, 0.013998493949670288, -0.010242705934499042, -0.16197033103107822]","[0.0, 1.0]"
"[-0.10750919991601156, -0.18097533762744905, -0.013482112555120607, 0.1274637721079484]","[1.0, 0.0]"
"[-0.11112870666856053, 0.014337132183268708, -0.010932837112961639, -0.16944192795008817]","[0.0, 1.0]"
"[-0.11084196402489516, -0.18062663981209776, -0.014321675671963402, 0.11977206257165035]","[1.0, 0.0]"
"[-0.1144544968211371, 0.014697545438943471, -0.011926234420530396, -0.17739459726336915]","[0.0, 1.0]"
"[-0.11416054591235823, -0.18025171965903491, -0.015474126365797779, 0.11150227436357485]","[1.0, 0.0]"
"[-0.11776558030553894, 0.015088507856863609, -0.013244080878526281, -0.1860221987502902]","[0.0, 1.0]"
"[-0.11746381014840167, -0.17984147148730958, -0.016964524853532087, 0.10245348082384653]","[1.0, 0.0]"
"[-0.12106063957814786, 0.01551944189725013, -0.014915455237055156, -0.19553305340590615]","[0.0, 1.0]"
"[-0.12075025074020286, -0.1793860154223831, -0.01882611630517328, 0.0924076313488752]","[1.0, 0.0]"
"[-0.12433797104865052, 0.01600064280108887, -0.016977963678195776, -0.20615497167845953]","[0.0, 1.0]"
"[-0.12401795819262874, -0.1788744604658026, -0.02110106311176497, 0.08112427296688302]","[1.0, 0.0]"
"[-0.12759544740194478, 0.016543519886012797, -0.019478577652427307, -0.21814069407032333]","[0.0, 1.0]"
"[-0.12726457700422453, -0.17829464648302384, -0.023841391533833772, 0.06833477414195799]","[1.0, 0.0]"
"[-0.130830469933885, 0.017160859349864055, -0.022474696050994614, -0.23177386921519477]","[0.0, 1.0]"
"[-0.13048725274688772, -0.17763285989180183, -0.02711017343529851, 0.053735913881701736]","[1.0, 0.0]"
"[-0.13403990994472376, 0.017867113093322645, -0.026035455157664474, -0.2473757031845148]","[0.0, 1.0]"
"[-0.1336825676828573, -0.17687351786243488, -0.03098296922135477, 0.03698268678645095]","[1.0, 0.0]"
"[-0.137220038040106, 0.018678717671796963, -0.03024331548562575, -0.2653124239912483]","[0.0, 1.0]"
"[-0.13684646368667006, -0.17599881612658572, -0.03554956396545072, 0.017680159980885735]","[1.0, 0.0]"
"[-0.14036644000920176, 0.019614446639992483, -0.035195960765833006, -0.28600371638983124]","[0.0, 1.0]"
"[-0.1399741510764019, -0.17498833626659735, -0.040916035093629635, -0.004625798577043039]","[1.0, 0.0]"
"[-0.14347391780173385, -0.36950033342287086, -0.0410085510651705, 0.27487204545263233]","[1.0, 0.0]"
"[-0.15086392447019126, -0.17381800615221968, -0.03551111015611785, -0.030457805682221395]","[0.0, 1.0]"
"[-0.15434028459323565, -0.3684131882848335, -0.03612026626976228, 0.25081287051863843]","[1.0, 0.0]"
"[-0.1617085483589323, -0.17279455275474906, -0.031104008859389513, -0.05304073903050027]","[0.0, 1.0]"
"[-0.16516443941402728, -0.36745702432201377, -0.03216482363999952, 0.22966862950923966]","[1.0, 0.0]"
"[-0.17251357990046756, -0.17189055491756716, -0.027571451049814726, -0.0729841690795448]","[0.0, 1.0]"
"[-0.1759513909988189, -0.36660660680422064, -0.029031134431405623, 0.21087392099218027]","[1.0, 0.0]"
"[-0.18328352313490331, -0.17108185420228933, -0.02481365601156202, -0.09082357906163363]","[0.0, 1.0]"
"[-0.1867051602189491, -0.36583951449240504, -0.026630127592794692, 0.19392851295119984]","[1.0, 0.0]"
"[-0.1940219505087972, -0.17034694749397106, -0.022751557333770694, -0.1070346986918127]","[0.0, 1.0]"
"[-0.19742888945867662, -0.36513559847980576, -0.024892251307606948, 0.17838427842105326]","[1.0, 0.0]"
"[-0.20473160142827274, -0.16966643651330277, -0.021324565739185883, -0.12204619729502691]","[0.0, 1.0]"
"[-0.20812493015853878, -0.36447648380379616, -0.023765489685086422, 0.16383348845924434]","[1.0, 0.0]"
"[-0.2154144598346147, -0.16902252723560776, -0.020488819915901537, -0.1362510524867389]","[0.0, 1.0]"
"[-0.21879491037932686, -0.363845108655399, -0.023213840965636313, 0.1498981914923586]","[1.0, 0.0]"
"[-0.22607181255243483, -0.1683985705652851, -0.02021587713578914, -0.1500168834569927]","[0.0, 1.0]"
"[-0.22943978396374054, -0.36322529412551297, -0.023216214804928994, 0.13622042427622155]","[1.0, 0.0]"
"[-0.2367042898462508, -0.1677786350283456, -0.020491806319404563, -0.16369551370072244]","[0.0, 1.0]"
"[-0.24005986254681771, -0.3626013365210606, -0.02376571659341901, 0.12245301465040237]","[1.0, 0.0]"
"[-0.24731188927723893, -0.1671471022221221, -0.021316656300410963, -0.17763200788541156]","[0.0, 1.0]"
"[-0.25065483132168137, -0.36195761392100345, -0.024869296458119194, 0.1082507484433588]","[1.0, 0.0]"
"[-0.25789398360010146, -0.16648827602127209, -0.022704281489252017, -0.19217341189548404]","[0.0, 1.0]"
"[-0.2612237491205269, -0.36127819857171906, -0.026547749727161698, 0.09326168149951158]","[1.0, 0.0]"
"[-0.2684493130919613, -0.16578599694714966, -0.024682516097171467, -0.20767741396104766]","[0.0, 1.0]"
"[-0.27176503303090427, -0.36054646681991087, -0.02883606437639242, 0.07711838249164771]","[1.0, 0.0]"
"[-0.2789759623673025, -0.165023253627294, -0.027293696726559465, -0.2245211379207429]","[0.0, 1.0]"
"[-0.2822764274398484, -0.3597446985184754, -0.031784119484974324, 0.059428892875152795]","[1.0, 0.0]"
"[-0.28947132141021786, -0.16418178394867605, -0.03059554162747127, -0.2431102766272829]","[0.0, 1.0]"
"[-0.29275495708919136, -0.3588536582690637, -0.03545774716001693, 0.03976718719228167]","[1.0, 0.0]"
"[-0.29993203025457266, -0.16324165947246497, -0.03466240341617129, -0.26388877358449425]","[0.0, 1.0]"
"[-0.30319686344402197, -0.35785215162979045, -0.03994017888786118, 0.017662910365640605]","[1.0, 0.0]"
"[-0.31035390647661776, -0.16218084816663433, -0.039586920680548365, -0.28734926306608466]","[0.0, 1.0]"
"[-0.31359752343995045, -0.35671655078736514, -0.04533390594187006, -0.0074098405699226655]","[1.0, 0.0]"
"[-0.32073185445569774, -0.16097475291654095, -0.045482102753268513, -0.31404448162141924]","[0.0, 1.0]"
"[-0.32395134951402854, -0.3554202866229206, -0.0517629923856969, -0.03604493325301783]","[1.0, 0.0]"
"[-0.33105975524648695, -0.15959572721541979, -0.05248389105075726, -0.3445998645545946]","[0.0, 1.0]"
"[-0.33425166979079535, -0.35393330832476655, -0.05937588834184915, -0.0689180674791463]","[1.0, 0.0]"
"[-0.3413303359572907, -0.15801257589575066, -0.060754249691432075, -0.379727535800695]","[0.0, 1.0]"
"[-0.34449058747520567, -0.3522215188916699, -0.06834880040744598, -0.10680234959919255]","[1.0, 0.0]"
"[-0.3515350178530391, -0.5463008210350547, -0.07048484739942983, 0.16355797318136922]","[1.0, 0.0]"
"[-0.36246103427374016, -0.3502443493055539, -0.06721368793580244, -0.150501904409149]","[0.0, 1.0]"
"[-0.3694659212598512, -0.5443426776827693, -0.07022372602398542, 0.1202422313620804]","[1.0, 0.0]"
"[-0.3803527748135066, -0.34828853930352055, -0.06781888139674382, -0.19374297323810902]","[0.0, 1.0]"
"[-0.387318545599577, -0.5423781106566734, -0.071693740861506, 0.0767986483289208]","[1.0, 0.0]"
"[-0.3981661078127105, -0.3463055141696749, -0.07015776789492759, -0.23761461904586179]","[0.0, 1.0]"
"[-0.405092218096104, -0.5403586855479597, -0.07491006027584482, 0.03213960113989739]","[1.0, 0.0]"
"[-0.4158993918070632, -0.34424687716460534, -0.07426726825304687, -0.28320609964986343]","[0.0, 1.0]"
"[-0.4227843293503553, -0.5382352987633396, -0.07993139024604415, -0.014840084828147249]","[1.0, 0.0]"
"[-0.4335490353256221, -0.34206342119809297, -0.0802281919426071, -0.33163320417812064]","[0.0, 1.0]"
"[-0.440390303749584, -0.5359571907114415, -0.08686085602616951, -0.06528984830282236]","[1.0, 0.0]"
"[-0.4511094475638128, -0.7297333401193047, -0.08816665299222595, 0.19877357041103916]","[1.0, 0.0]"
"[-0.4657041143661989, -0.533468229873862, -0.08419118158400517, -0.12036803347688058]","[0.0, 1.0]"
"[-0.47637347896367616, -0.7272893553469828, -0.08659854225354278, 0.14461091106799318]","[1.0, 0.0]"
"[-0.4909192660706158, -0.5310408372589986, -0.08370632403218292, -0.17408692103639783]","[0.0, 1.0]"
"[-0.5015400828157958, -0.7248712462805909, -0.08718806245291087, 0.0910597660030113]","[1.0, 0.0]"
"[-0.5160375077414076, -0.52861480894552, -0.08536686713285065, -0.22780750449896714]","[0.0, 1.0]"
"[-0.526609803920318, -0.722419638494214, -0.08992301722282998, 0.036773731544907706]","[1.0, 0.0]"
"[-0.5410581966902023, -0.5261309442602151, -0.08918754259193183, -0.2828714490714639]","[0.0, 1.0]"
"[-0.5515808155754066, -0.7198750745456157, -0.09484497157336111, -0.01959671801976154]","[1.0, 0.0]"
"[-0.565978317066319, -0.9135179117925987, -0.09523690593375633, 0.24171943693042924]","[1.0, 0.0]"
"[-0.584248675302171, -0.7171737014341848, -0.09040251719514775, -0.0794195893693801]","[0.0, 1.0]"
"[-0.5985921493308547, -0.9108912290413341, -0.09199090898253535, 0.1834279739728848]","[1.0, 0.0]"
"[-0.6168099739116814, -0.7145816505097202, -0.08832234950307766, -0.1367985442375363]","[0.0, 1.0]"
"[-0.6311016069218758, -0.9083348118857058, -0.09105832038782838, 0.12676533336230278]","[1.0, 0.0]"
"[-0.6492683031595899, -0.7120343508851867, -0.08852301372058233, -0.19319963062131718]","[0.0, 1.0]"
"[-0.6635089901772937, -0.9057857888134362, -0.09238700633300867, 0.07029775712434866]","[1.0, 0.0]"
"[-0.6816247059535624, -0.7094691029016316, -0.0909810511905217, -0.25004459742913543]","[0.0, 1.0]"
"[-0.695814088011595, -0.9031819795361486, -0.09598194313910441, 0.01261140318074877]","[1.0, 0.0]"
"[-0.713877727602318, -0.7068239168755436, -0.09572971507548943, -0.3087453992777163]","[0.0, 1.0]"
"[-0.7280142059398289, -0.9004607783980328, -0.10190462306104375, -0.04772155197705996]","[1.0, 0.0]"
"[-0.7460234215077896, -1.0939850507709143, -0.10285905410058495, 0.21115078065290843]","[1.0, 0.0]"
"[-0.7679031225232078, -0.8975543294791068, -0.09863603848752678, -0.11212526545705204]","[0.0, 1.0]"
"[-0.7858542091127899, -1.0911347003912009, -0.10087854379666782, 0.1478819223052436]","[1.0, 0.0]"
"[-0.8076769031206139, -0.8947237033445069, -0.09792090535056294, -0.17484477921419295]","[0.0, 1.0]"
"[-0.8255713771875041, -1.088317809419408, -0.1014178009348468, 0.08541252223145973]","[1.0, 0.0]"
"[-0.8473377333758922, -0.8918993709695383, -0.09970955049021761, -0.23746697287790547]","[0.0, 1.0]"
"[-0.865175720795283, -1.0854659303751824, -0.10445888994777572, 0.022174675678797384]","[1.0, 0.0]"
"[-0.8868850394027867, -0.889013090909841, -0.10401539643419977, -0.3015534179334922]","[0.0, 1.0]"
"[-0.9046653012209835, -1.0825106262135233, -0.11004646479286961, -0.04340123021719766]","[1.0, 0.0]"
"[-0.926315513745254, -1.2758965914977876, -0.11091448939721357, 0.21263463051285802]","[1.0, 0.0]"
"[-0.9518334455752098, -1.079378031912819, -0.1066617967869564, -0.11287392673201985]","[0.0, 1.0]"
"[-0.9734210062134662, -1.2728227734435076, -0.1089192753215968, 0.14434502972205276]","[1.0, 0.0]"
"[-0.9988774616823364, -1.0763231938987603, -0.10603237472715575, -0.18061669023642035]","[0.0, 1.0]"
"[-1.0204039255603117, -1.26978067415089, -0.10964470853188416, 0.07682465800688648]","[1.0, 0.0]"
"[-1.0457995390433295, -1.0732716286314155, -0.10810821537174642, -0.2483398604372256]","[0.0, 1.0]"
"[-1.0672649716159577, -1.2666969249974895, -0.11307501258049094, 0.008382317800044281]","[1.0, 0.0]"
"[-1.0925989101159075, -1.07015020652608, -0.11290736622449005, -0.31772824476785827]","[0.0, 1.0]"
"[-1.114001914246429, -1.2634981368314244, -0.11926193111984722, -0.06267727888388758]","[1.0, 0.0]"
"[-1.1392718769830574, -1.4567261777748288, -0.12051547669752496, 0.1901260059903389]","[1.0, 0.0]"
"[-1.168406400538554, -1.2601047306438904, -0.11671295657771819, -0.13801280579764896]","[0.0, 1.0]"
"[-1.1936084951514316, -1.4533784027546406, -0.11947321269367117, 0.11568961532631145]","[1.0, 0.0]"
"[-1.2226760632065246, -1.2567652185361777, -0.11715942038714494, -0.21216946572080314]","[0.0, 1.0]"
"[-1.2478113675772482, -1.4500341731982092, -0.121402809701561, 0.041380462678067054]","[1.0, 0.0]"
"[-1.2768120510412124, -1.253399406038863, -0.12057520044799966, -0.2870055736220525]","[0.0, 1.0]"
"[-1.3018800391619896, -1.4466139658014738, -0.1263153119204407, -0.0346512285839739]","[1.0, 0.0]"
"[-1.330812318478019, -1.2499282317782272, -0.12700833649212018, -0.36436730881418594]","[0.0, 1.0]"
"[-1.3558108831135836, -1.443037920141942, -0.1342956826684039, -0.11427608499916747]","[1.0, 0.0]"
"[-1.3846716415164224, -1.2462728574640651, -0.13658120436838725, -0.44613049097444735]","[0.0, 1.0]"
"[-1.4095970986657038, -1.4392250042162895, -0.1455038141878762, -0.19942778159098923]","[1.0, 0.0]"
"[-1.4383815987500297, -1.6319986431943576, -0.149492369819696, 0.04404977747438332]","[1.0, 0.0]"
"[-1.4710215716139168, -1.4350844398647438, -0.14861137427020832, -0.2918144330489729]","[0.0, 1.0]"
"[-1.4997232604112116, -1.6278094719000402, -0.15444766293118778, -0.049444409572682674]","[1.0, 0.0]"
"[-1.5322794498492125, -1.4308489930643038, -0.15543655112264143, -0.38659569547755945]","[0.0, 1.0]"
"[-1.5608964297104986, -1.6234622857416807, -0.16316846503219262, -0.1466735153825638]","[1.0, 0.0]"
"[-1.5933656754253323, -1.426425435326452, -0.1661019353398439, -0.4860620349371026]","[0.0, 1.0]"
"[-1.6218941841318613, -1.6188620001366294, -0.17582317603858597, -0.2499897382444382]","[1.0, 0.0]"
"[-1.654271424134594, -1.4217221502589745, -0.18082297080347473, -0.5925666135040168]","[0.0, 1.0]"
"[-1.6827058671397734, -1.613913781519193, -0.19267430307355507, -0.3618521194448161]","[1.0, 0.0]"
"[-1.7149841427701573, -1.8058498981527722, -0.1999113454624514, -0.1355718334246094]","[1.0, 0.0]"
"[-1.7511011407332127, -1.6085096870390083, -0.2026227821309436, -0.4840701021044512]","[0.0, 1.0]"
"[-1.7832713344739928, -1.8002823595433257, -0.21230418417303262, -0.26146028956603284]","[1.0, 0.0]"
"[0.00980385431625795, -0.21991967577863283, -0.0034294293619578486, 0.3086101644297021]","[1.0, 0.0]"
"[0.005405460800685292, -0.02474902851709601, 0.0027427739266361944, 0.014847664829033602]","[0.0, 1.0]"
"[0.004910480230343372, 0.17033348071488646, 0.0030397272232168663, -0.27696862381991877]","[0.0, 1.0]"
"[0.008317149844641101, -0.024831704928715254, -0.002499645253181509, 0.016671480587706344]","[1.0, 0.0]"
